pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key,tier,oa_status,oa_pdf_url,publisher
41561943,10.3389/fmed.2025.1692881,2025,post,Frontiers in medicine,Journal Article,Immunoglobulin levels of children with bronchiolitis obliterans syndrome after hematopoietic cell transplantation.,Zhang S,China,1,False,,zhang s|china,OA,gold,https://public-pages-files-2025.frontiersin.org/journals/medicine/articles/10.3389/fmed.2025.1692881/pdf,Frontiers Media SA
41514232,10.1186/s12890-025-04101-1,2026,post,BMC pulmonary medicine,Journal Article,Assessing health-related quality of life in patients with interstitial lung diseases with and without lung transplantation using the GR-Scale.,Behr J,Germany,2,True,,behr j|germany,OA,gold,https://doi.org/10.1186/s12890-025-04101-1,Springer Science and Business Media LLC
41510176,10.1016/j.jhlto.2025.100458,2026,post,JHLT open,Journal Article,"Venous thromboembolism in lung transplant recipients: timing and clinical impact, a 10-year cohort analysis.",Post MC,Netherlands,1,False,,post mc|netherlands,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00257-5/pdf,Elsevier BV
41492018,10.1042/cs20258651,2026,post,"Clinical science (London, England : 1979)","Journal Article; Research Support, Non-U.S. Gov't",Analysis of BAL extracellular vesicles unveils NF-κB activation at the onset of chronic lung allograft dysfunction.,Vaira V,Italy,1,False,,vaira v|italy,OA,hybrid,https://doi.org/10.1042/cs20258651,Portland Press Ltd.
41487300,10.1016/j.jhlto.2025.100445,2026,post,JHLT open,Journal Article,Prognostic impact of restrictive ventilatory defects in chronic lung allograft dysfunction without restrictive allograft syndrome-like opacities: Stratification of emerging undefined and unclassified phenotypes.,Hatabu H,Japan,1,True,,hatabu h|japan,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00244-7/pdf,Elsevier BV
41457728,,2025,post,The Israel Medical Association journal : IMAJ,Journal Article,Pediatric Lung Transplantation in Israel: 29 Cases from a Single Center's Experience.,Kramer MR,Israel,1,True,,kramer mr|israel,no-doi,,,
41453696,10.1016/j.healun.2025.12.017,2026,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Lung microbiome quantification and bacterial density as prognostic markers in lung transplantation.,Coburn B,Canada,1,False,,coburn b|canada,OA,bronze,https://www.jhltonline.org/article/S1053-2498(25)02473-8/pdf,Elsevier BV
41431410,10.3349/ymj.2024.0475,2026,post,Yonsei medical journal,Journal Article; Comparative Study,Outcomes of Lung Transplantation for Bronchiolitis Obliterans after Hematopoietic Stem Cell Transplantation Compared with Those for Idiopathic Pulmonary Fibrosis.,Lee JG,South Korea,1,False,,lee jg|south korea,OA,gold,http://eymj.org/Synapse/Data/PDFData/0069YMJ/ymj-66-e94.pdf,XMLink
41415034,10.1097/txd.0000000000001894,2026,post,Transplantation direct,Journal Article,Plasma Cell-free DNA Associated With Risk of Mortality and Chronic Lung Allograft Dysfunction Among Lung Transplant Recipients With Aspergillus.,Agbor-Enoh S,,0,True,,agbor-enoh s|,OA,gold,https://doi.org/10.1097/txd.0000000000001894,Ovid Technologies (Wolters Kluwer Health)
41412718,10.1183/13993003.01738-2025,2026,post,The European respiratory journal,Journal Article,Exploring fibroblast activation protein as an early biomarker in chronic lung allograft dysfunction.,Kurihara C,United States,2,True,,kurihara c|united states,Other-paywall,closed,,European Respiratory Society (ERS)
41402066,10.26508/lsa.202503312,2026,post,Life science alliance,"Journal Article; Research Support, Non-U.S. Gov't",Cystatin C prevents tissue injury after lung transplantation.,Yildirim AÖ,Germany,3,True,,yildirim aö|germany,OA,gold,https://www.life-science-alliance.org/content/lsa/9/2/e202503312.full.pdf,"Life Science Alliance, LLC"
41396406,10.1007/s10047-025-01541-8,2025,post,Journal of artificial organs : the official journal of the Japanese Society for Artificial Organs,Evaluation Study; Journal Article,Feasibility of anticoagulation-free peripheral veno-arterial extracorporeal membrane oxygenation in re-do lung transplantation.,Yamanouchi D,Japan,2,True,,yamanouchi d|japan,OA,hybrid,https://link.springer.com/content/pdf/10.1007/s10047-025-01541-8.pdf,Springer Science and Business Media LLC
41390918,10.1093/ejcts/ezaf446,2026,post,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,Effect of Donor-Recipient Age Difference on Living-Donor Lung Transplantation Outcomes.,Toyooka S,Japan,1,False,,toyooka s|japan,Other-paywall,closed,,Oxford University Press (OUP)
41375618,10.3390/jcm14238315,2025,post,Journal of clinical medicine,Journal Article,Intraoperative Extracorporeal Life Support for Bilateral Sequential Lung Transplantation.,Samarzija M,,0,False,,samarzija m|,OA,gold,https://www.mdpi.com/2077-0383/14/23/8315/pdf?version=1763864344,MDPI AG
41342001,10.1016/j.jhlto.2025.100420,2026,post,JHLT open,Journal Article,Fungal colonization and CLAD in lung transplant recipients: Implications for antifungal prophylaxis and graft survival.,Anjum F,,0,False,,anjum f|,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00215-0/pdf,Elsevier BV
41337937,10.1016/j.ebiom.2025.106046,2025,post,EBioMedicine,Journal Article,Development and validation of a bronchoalveolar lavage genomic classifier for acute cellular rejection.,Belperio JA,United States,2,True,,belperio ja|united states,OA,gold,https://doi.org/10.1016/j.ebiom.2025.106046,Elsevier BV
41332351,10.1002/ppul.71421,2025,post,Pediatric pulmonology,Journal Article,Belumosudil in the Treatment of Restrictive Allograft Syndrome After Lung Transplantation-A Case Report.,Ju C,China,1,False,,ju c|china,Wiley,closed,,Wiley
41325942,10.1016/j.trim.2025.102330,2026,post,Transplant immunology,Journal Article; Multicenter Study,Conversion to belatacept-based immunosuppression as a calcineurin sparing regimen in lung transplant: A multi-institutional retrospective study.,Emtiazjoo A,United States,1,True,registry,emtiazjoo a|united states,Elsevier,closed,,Elsevier BV
41321814,10.1016/j.jhlto.2025.100415,2026,post,JHLT open,Journal Article,Pathologists' experience and routine practice in high-volume lung transplant centers: An international survey.,Levine DJ,Australia,10,True,,levine dj|australia,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00210-1/pdf,Elsevier BV
41312224,10.3389/ti.2025.15495,2025,post,Transplant international : official journal of the European Society for Organ Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Characteristics and Outcomes of 1500 Lung Transplantations in the Leuven Lung Transplant Program: Turning Past Lessons Into Tomorrow's Foundations.,,Belgium,1,False,,,OA,gold,https://public-pages-files-2025.frontierspartnerships.org/journals/transplant-international/articles/10.3389/ti.2025.15495/pdf,Frontiers Media SA
41309269,10.1183/13993003.00182-2025,2026,post,The European respiratory journal,Journal Article; Observational Study,Reduced lung fluid club cell secretory protein informs chronic lung allograft dysfunction risk.,Todd JL,United States,2,True,,todd jl|united states,Other-paywall,closed,,European Respiratory Society (ERS)
41256738,10.3389/ti.2025.15350,2025,post,Transplant international : official journal of the European Society for Organ Transplantation,Journal Article,Efficacy of Intravenous Immunoglobulin in Eliminating De Novo Donor-Specific Antibodies After Lung Transplantation: Importance of Early Intervention.,Kauke T,Germany,1,False,,kauke t|germany,OA,gold,https://public-pages-files-2025.frontierspartnerships.org/journals/transplant-international/articles/10.3389/ti.2025.15350/pdf,Frontiers Media SA
41232942,10.1183/13993003.02154-2024,2026,post,The European respiratory journal,"Journal Article; Randomized Controlled Trial; Multicenter Study; Clinical Trial, Phase II","A European multicentre, randomised controlled trial of pirfenidone in bronchiolitis obliterans syndrome after bilateral lung transplantation.",Gottlieb J,Germany,7,True,rct,gottlieb j|germany,OA,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC13044300/,European Respiratory Society (ERS)
41232781,10.1016/j.trim.2025.102326,2025,post,Transplant immunology,Journal Article,Characteristics linking ischemia-reperfusion to chronic lung allograft dysfunction in lung transplantation: A single-cell bioinformatics analysis.,Wu K,China,1,False,,wu k|china,Elsevier,closed,,Elsevier BV
41217841,10.1172/jci188891,2026,post,The Journal of clinical investigation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",Impaired complement regulation drives chronic lung allograft dysfunction after lung transplantation.,Gelman AE,United States,1,False,,gelman ae|united states,OA,gold,http://www.jci.org/articles/view/188891/files/pdf,American Society for Clinical Investigation
41211870,10.1097/tp.0000000000005566,2026,post,Transplantation,Journal Article,Pseudomonas aeruginosa -driven Humoral Immune Activation in Lung Transplantation: A Treatable Trait to Avert Chronic Lung Allograft Dysfunction?,Vos R,Belgium,1,False,,vos r|belgium,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
41158500,10.1183/23120541.01135-2024,2025,post,ERJ open research,Journal Article,Multistate modelling of baseline lung allograft dysfunction in lung transplant recipients.,Mümmler C,Germany,2,True,,mümmler c|germany,OA,gold,https://doi.org/10.1183/23120541.01135-2024,European Respiratory Society (ERS)
41158494,10.1183/23120541.00006-2025,2025,post,ERJ open research,Journal Article,Is MUC5B rs35705950 promoter polymorphism associated with chronic lung allograft dysfunction?,,Belgium,2,True,,,OA,gold,https://doi.org/10.1183/23120541.00006-2025,European Respiratory Society (ERS)
41146914,10.1016/j.jhlto.2025.100399,2025,post,JHLT open,Journal Article,Pharmacological inhibition of toll-like receptor 4 suppresses ischemia-reperfusion injury-induced inflammation and improves lung allograft function after transplantation.,Date H,Japan,1,False,,date h|japan,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00194-6/pdf,Elsevier BV
41134996,10.1513/annalsats.202508-862oc,2026,post,Annals of the American Thoracic Society,Journal Article,Retransplant- and bronchiolitis obliterans syndrome-free survival among COVID lung transplant recipients: a national cohort study.,Goldberg HJ,United States,1,True,registry,goldberg hj|united states,Other-paywall,closed,,Oxford University Press (OUP)
41122970,10.1172/jci.insight.197579,2025,post,JCI insight,Journal Article,Single-cell dissection of chronic lung allograft dysfunction reveals convergent and distinct fibrotic mechanisms.,Bharat A,United States,1,False,,bharat a|united states,OA,gold,https://doi.org/10.1172/jci.insight.197579,American Society for Clinical Investigation
41112061,10.1097/txd.0000000000001811,2025,post,Transplantation direct,Journal Article,Improvements in Patient-reported Functioning After Lung Transplant Is Associated With Improved Quality of Life and Survival.,Singer JP,,0,False,,singer jp|,OA,gold,https://doi.org/10.1097/txd.0000000000001811,Ovid Technologies (Wolters Kluwer Health)
41103489,10.1016/j.jhlto.2025.100389,2025,post,JHLT open,Journal Article,Specific risk factors for heart-lung transplantation.,Fadel E,France,1,True,,fadel e|france,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00184-3/pdf,Elsevier BV
41087450,10.1038/s41598-025-19711-2,2025,post,Scientific reports,Journal Article,Refined cuff technique minimizes surgical complexity in rat lung transplantation and improves outcomes.,Kılıcaslan B,Turkey,1,False,,kılıcaslan b|turkey,OA,gold,https://www.nature.com/articles/s41598-025-19711-2.pdf,Springer Science and Business Media LLC
41079373,10.1016/j.jhlto.2025.100386,2025,post,JHLT open,Journal Article,CD38-targeted therapy with Daratumumab in clinical lung transplantation: A single-center experience.,Benazzo A,Austria,2,True,,benazzo a|austria,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00181-8/pdf,Elsevier BV
41073263,10.1016/j.jcf.2025.10.002,2026,post,Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society,Journal Article,Lung transplant for CF: Low lung bacterial burden and immune mediators in year one associate with CLAD development.,Collman RG,,0,False,,collman rg|,Elsevier,closed,,Elsevier BV
41061480,10.1016/j.resinv.2025.09.022,2025,post,Respiratory investigation,Journal Article,Survival and functional outcomes of single lung transplantation in secondary pulmonary hypertension.,Toyooka S,Japan,1,False,,toyooka s|japan,Elsevier,closed,,Elsevier BV
41058980,10.3389/ti.2025.15040,2025,post,Transplant international : official journal of the European Society for Organ Transplantation,Journal Article,Long Term Outcomes of Lung Transplantation in Sensitized Patients Following Eculizumab Use With the Desensitization Protocol.,Kurihara C,United States,1,True,registry,kurihara c|united states,OA,gold,https://www.frontierspartnerships.org/journals/transplant-international/articles/10.3389/ti.2025.15040/pdf,Frontiers Media SA
41042926,10.1093/ejcts/ezaf333,2025,post,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,"Lung Allograft Size Matching According to Actual, Corrected, and Predicted Total Lung Capacity for Patients With Pulmonary Fibrosis.",Ius F,Germany,1,False,,ius f|germany,Other-paywall,closed,,Oxford University Press (OUP)
41032890,10.1097/tp.0000000000005515,2026,post,Transplantation,Journal Article; Multicenter Study; Observational Study,Characterization of Spirometric Response to Standard-of-care Treatment in Lung Allograft Recipients With Bronchiolitis Obliterans and the Utility of Spirometric Criteria for Rescue Therapy: Implications for the Design of Risk-stratified Clinical Trials.,,India,1,True,registry,,OA,hybrid,https://doi.org/10.1097/tp.0000000000005515,Ovid Technologies (Wolters Kluwer Health)
41010573,10.3390/jcm14186368,2025,post,Journal of clinical medicine,Journal Article,Increase in Alveolar Septal Width Is a Histological Predictor of Chronic Lung Allograft Dysfunction and Survival in Lung Transplant Recipients-A Longitudinal Study.,Dorfmüller P,Germany,1,False,,dorfmüller p|germany,OA,gold,https://www.mdpi.com/2077-0383/14/18/6368/pdf?version=1757430640,MDPI AG
