pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key
20477190,10.1586/17476348.1.2.271,2007,pre,Expert review of respiratory medicine,Journal Article,Genetics and genomics in human lung transplantation.,Palmer SM,United States,1,True,,palmer sm|united states
17900918,10.1016/j.ejcts.2007.08.024,2007,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Evaluation Study; Journal Article,Heart-lung and lung transplantation in grown-up congenital heart disease: long-term single centre experience.,Strueber M,Germany,1,False,,strueber m|germany
17890480,10.1378/chest.06-2763,2007,pre,Chest,Journal Article,FVC to slow inspiratory vital capacity ratio: a potential marker for small airways obstruction.,Douma WR,Netherlands,1,False,,douma wr|netherlands
17889206,10.1016/j.transproceed.2007.06.071,2007,pre,Transplantation proceedings,Journal Article,Conversion from cyclosporine to tacrolimus stabilizes the course of lung function in lung transplant recipients with bronchiolitis obliterans syndrome.,Santos F,Spain,1,True,,santos f|spain
17889122,10.1016/j.transproceed.2007.07.078,2007,pre,Transplantation proceedings,Journal Article,Pirfenidone: a novel potential therapeutic agent in the management of chronic allograft rejection.,Dosanjh A,United States,1,False,,dosanjh a|united states
17767432,10.5694/j.1326-5377.2007.tb01243.x,2007,pre,The Medical journal of Australia,Clinical Trial; Journal Article,Successful lung transplantation for adolescents at a hospital for adults.,Glanville AR,Australia,1,False,,glanville ar|australia
17624136,10.1177/152692480701700209,2007,pre,"Progress in transplantation (Aliso Viejo, Calif.)",Journal Article,Quality of life and bronchiolitis obliterans syndrome in patients after lung transplantation.,Strueber M,Germany,1,False,,strueber m|germany
17620461,10.1148/rg.274065141,2007,pre,"Radiographics : a review publication of the Radiological Society of North America, Inc",Journal Article,Postoperative complications of lung transplantation: radiologic findings along a time continuum.,Aberle DR,United States,1,False,,aberle dr|united states
17613398,10.1016/j.healun.2007.04.008,2007,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Evaluation Study; Journal Article,Long-term improvement in pulmonary function after living donor lobar lung transplantation.,Sano Y,Japan,1,False,,sano y|japan
17613397,10.1016/j.healun.2007.04.004,2007,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Long-term survival after lung transplantation depends on development and severity of bronchiolitis obliterans syndrome.,Iversen M,Denmark,1,False,,iversen m|denmark
17613395,10.1016/j.healun.2007.05.004,2007,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Interleukin-17 and airway inflammation: a longitudinal airway biopsy study after lung transplantation.,Kotsimbos TC,Australia,1,True,rct,kotsimbos tc|australia
17565316,10.1097/01.tp.0000266067.44499.07,2007,pre,Transplantation,Journal Article,Lower incidence of bronchiolitis obliterans in pediatric liver-lung transplant recipients with cystic fibrosis.,Sweet SC,United States,1,False,,sweet sc|united states
17524078,10.1111/j.1600-6143.2007.01850.x,2007,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, Non-U.S. Gov't",Lung transplant metalloproteinase levels are elevated prior to bronchiolitis obliterans syndrome.,Wilkes DS,United States,1,False,,wilkes ds|united states
17505414,,2007,pre,Annals of thoracic and cardiovascular surgery : official journal of the Association of Thoracic and Cardiovascular Surgeons of Asia,Journal Article,Met-RANTES ameliorates fibrous airway obliteration and decreases ERK expression in a murine model of bronchiolitis obliterans.,Kato H,Japan,1,False,,kato h|japan
17493527,10.1016/j.trim.2007.01.006,2007,pre,Transplant immunology,Journal Article,Presensitization accelerates chronic allograft rejection in a heterotopic rat tracheal allograft model with immunosuppression.,Shimizu N,Japan,1,True,,shimizu n|japan
17456202,10.1111/j.1600-6143.2006.01681.x,2007,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,The effect of recipient's age on lung transplant outcome.,Hutcheon M,Canada,1,False,,hutcheon m|canada
17449425,10.1016/j.healun.2007.01.028,2007,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Results of clinical lung transplant from uncontrolled non-heart-beating donors.,Varela A,Spain,1,False,,varela a|spain
17449415,10.1016/j.healun.2007.01.037,2007,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Comparative Study; Journal Article,Outcomes after lung transplantation in patients with chronic hepatitis C virus infection.,Budev M,United States,1,False,,budev m|united states
17414715,10.1097/01.tp.0000258600.05531.5d,2007,pre,Transplantation,"Journal Article; Research Support, N.I.H., Extramural","Metalloproteinase inhibition has differential effects on alloimmunity, autoimmunity, and histopathology in the transplanted lung.",Wilkes DS,United States,1,False,,wilkes ds|united states
17413126,10.1164/rccm.200610-1485oc,2007,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, Non-U.S. Gov't","Pepsin, a biomarker of gastric aspiration in lung allografts: a putative association with rejection.",Ward C,United Kingdom,1,False,,ward c|united kingdom
17393239,10.1007/s00408-006-0036-x,2007,pre,Lung,Evaluation Study; Journal Article,Improved survival following lung transplantation with long-term use of bilevel positive pressure ventilation in cystic fibrosis.,Modan-Moses D,Israel,1,False,,modan-moses d|israel
17347496,10.1164/rccm.200609-1344oc,2007,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Course of FEV(1) after onset of bronchiolitis obliterans syndrome in lung transplant recipients.,Martinez FJ,United States,1,False,,martinez fj|united states
17326196,10.1002/micr.20329,2007,pre,Microsurgery,Journal Article,Experimental orthotopic tracheal transplantation: The Stanford technique.,Pelletier MP,United States,1,True,,pelletier mp|united states
17318076,10.1097/01.tp.0000252784.60159.96,2007,pre,Transplantation,Journal Article,Epstein-Barr virus-DNA load monitoring late after lung transplantation: a surrogate marker of the degree of immunosuppression and a safe guide to reduce immunosuppression.,van der Bij W,Netherlands,1,True,,van der bij w|netherlands
17311089,10.1371/journal.pone.0000226,2007,pre,PloS one,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Pin1 modulates the type 1 immune response.,Malter JS,United States,1,True,,malter js|united states
17275508,10.1016/j.transproceed.2006.10.227,2007,pre,Transplantation proceedings,"Journal Article; Research Support, Non-U.S. Gov't",Peripheral CD4(+)CD25(+) TREG cell counts and the response to extracorporeal photopheresis in lung transplant recipients.,Fietta AM,Italy,1,True,,fietta am|italy
17275507,10.1016/j.transproceed.2006.10.030,2007,pre,Transplantation proceedings,"Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",Induction therapy in lung transplantation: initial single-center experience comparing daclizumab and antithymocyte globulin.,Pafko P,,0,True,,pafko p|
17264811,10.1097/01.tp.0000250579.08042.b6,2007,pre,Transplantation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Early posttransplant inflammation promotes the development of alloimmunity and chronic human lung allograft rejection.,Mohanakumar T,United States,1,True,,mohanakumar t|united states
17258598,10.1016/j.jtcvs.2006.09.002,2007,pre,The Journal of thoracic and cardiovascular surgery,Comparative Study; Journal Article,Efficacy and safety of inhaled tacrolimus in rat lung transplantation.,Nakashima M,Japan,1,True,,nakashima m|japan
17258592,10.1016/j.jtcvs.2006.09.054,2007,pre,The Journal of thoracic and cardiovascular surgery,Comparative Study; Journal Article,Impact of donors aged 60 years or more on outcome after lung transplantation: results of an 11-year single-center experience.,Keshavjee S,Canada,1,False,,keshavjee s|canada
17258154,10.1016/j.healun.2006.11.006,2007,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Comparative Study; Journal Article,Long-term health-related quality of life after lung transplantation: different predictors for different dimensions.,TenVergert EM,Netherlands,1,False,,tenvergert em|netherlands
17234904,10.1164/rccm.200609-1301oc,2007,pre,American journal of respiratory and critical care medicine,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Early detection of chronic pulmonary allograft dysfunction by exhaled biomarkers.,Estenne M,Belgium,1,False,,estenne m|belgium
17217435,10.1111/j.1600-6143.2007.01669.x,2007,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural; Research Support, N.I.H., Intramural",Genetic regulation of rejection and survival following human lung transplantation by the innate immune receptor CD14.,Schwartz DA,United States,1,False,,schwartz da|united states
17198242,10.1097/01.tp.0000241076.46033.4c,2006,pre,Transplantation,Journal Article,Elevated soluble CD30 correlates with development of bronchiolitis obliterans syndrome following lung transplantation.,Mohanakumar T,United States,1,True,,mohanakumar t|united states
17182591,10.4049/jimmunol.178.1.511,2007,pre,"Journal of immunology (Baltimore, Md. : 1950)","Journal Article; Research Support, N.I.H., Extramural",IL-13 is pivotal in the fibro-obliterative process of bronchiolitis obliterans syndrome.,Belperio JA,United States,1,False,,belperio ja|united states
17178338,10.1016/j.healun.2006.09.005,2006,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",The phosphodiesterase type IV inhibitor cilomilast decreases pro-inflammatory cytokine production from primary bronchial epithelial cells in lung transplantation patients.,Corris PA,United Kingdom,1,False,,corris pa|united kingdom
17178336,10.1016/j.healun.2006.09.022,2006,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Identification of non-HLA target antigens recognized after lung transplantation.,van de Graaf EA,Netherlands,1,False,,van de graaf ea|netherlands
17175245,10.1016/j.transproceed.2006.10.161,2006,pre,Transplantation proceedings,Journal Article,An MHC class II disparity raises the threshold for tolerance induction in pulmonary allografts in miniature swine.,Allan JS,United States,1,True,,allan js|united states
17161354,10.1016/j.intimp.2006.07.019,2006,pre,International immunopharmacology,"Journal Article; Research Support, Non-U.S. Gov't",Peripheral CD4+ CD25+ Treg cell expansion in lung transplant recipients is not affected by calcineurin inhibitors.,Fietta AM,Italy,1,True,,fietta am|italy
17158279,10.1164/rccm.200608-1079oc,2007,pre,American journal of respiratory and critical care medicine,Journal Article,Impact of immediate primary lung allograft dysfunction on bronchiolitis obliterans syndrome.,Hachem RR,United States,1,False,,hachem rr|united states
17134909,10.1016/j.ejcts.2006.10.024,2007,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,Outcome of lung transplanted patients with primary graft dysfunction.,Andersen CB,Denmark,1,False,,andersen cb|denmark
17112886,10.1016/j.transproceed.2006.08.105,2006,pre,Transplantation proceedings,"Journal Article; Research Support, Non-U.S. Gov't",Initial single-center experience with sirolimus after lung transplantation.,Pafko P,,0,True,,pafko p|
17097497,10.1016/j.healun.2006.07.001,2006,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Evaluation Study; Journal Article,Cytokine gene polymorphisms are not associated with bronchiolitis obliterans syndrome or survival after lung transplant.,Palmer SM,United States,1,False,,palmer sm|united states
17061983,10.1111/j.1600-6143.2006.01586.x,2007,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, Non-U.S. Gov't",Macrolides inhibit IL17-induced IL8 and 8-isoprostane release from human airway smooth muscle cells.,Verleden GM,Belgium,1,True,,verleden gm|belgium
17049055,10.1111/j.1600-6143.2006.01537.x,2006,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",The role of hyaluronan degradation products as innate alloimmune agonists.,Goldstein DR,United States,1,False,,goldstein dr|united states
16996912,10.1016/j.athoracsur.2006.03.122,2006,pre,The Annals of thoracic surgery,"Journal Article; Research Support, N.I.H., Extramural",Role of airway epithelial injury in murine orthotopic tracheal allograft rejection.,Mohanakumar T,United States,1,False,,mohanakumar t|united states
16969297,10.1097/01.tp.0000234952.46013.df,2006,pre,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Serum KL-6 as a marker for bronchiolitis obliterans syndrome after lung transplantation.,Elidemir O,United States,1,False,,elidemir o|united states
16963685,10.1378/chest.130.3.847,2006,pre,Chest,Comparative Study; Journal Article,Sequential gene expression profiling in lung transplant recipients with chronic rejection.,Bhorade SM,United States,1,False,,bhorade sm|united states
